date,amfi_code,nav,daily_return_pct
2023-02-13,100016,487.4872,0.897
2023-02-14,100016,493.0082,1.1325
2023-02-15,100016,502.9354,2.0136
2023-02-16,100016,501.6171,-0.2621
2023-02-17,100016,502.3612,0.1483
2023-02-20,100016,500.7778,-0.3152
2023-02-21,100016,501.045,0.0534
2023-02-22,100016,508.1265,1.4133
2023-02-23,100016,502.3938,-1.1282
2023-02-24,100016,498.8505,-0.7053
2023-02-27,100016,505.2068,1.2742
2023-02-28,100016,510.0352,0.9557
2023-03-01,100016,508.6667,-0.2683
2023-03-02,100016,512.7785,0.8083
2023-03-03,100016,514.5893,0.3531
2023-03-06,100016,521.7123,1.3842
2023-03-07,100016,522.3246,0.1174
2023-03-08,100016,527.3425,0.9607
2023-03-09,100016,540.0526,2.4102
2023-03-10,100016,543.1889,0.5807
2023-03-13,100016,543.7057,0.0951
2023-03-14,100016,547.4632,0.6911
2023-03-15,100016,545.984,-0.2702
2023-03-16,100016,557.892,2.181
2023-03-17,100016,559.067,0.2106
2023-03-20,100016,558.0108,-0.1889
2023-03-21,100016,554.1991,-0.6831
2023-03-22,100016,559.8766,1.0245
2023-03-23,100016,564.466,0.8197
2023-03-24,100016,562.2856,-0.3863
2023-03-27,100016,565.443,0.5615
2023-03-28,100016,558.258,-1.2707
2023-03-29,100016,559.4579,0.2149
2023-03-30,100016,561.9861,0.4519
2023-03-31,100016,570.8065,1.5695
2023-04-03,100016,567.2319,-0.6262
2023-04-04,100016,561.1622,-1.0701
2023-04-05,100016,557.0355,-0.7354
2023-04-06,100016,550.7921,-1.1208
2023-04-07,100016,557.6109,1.238
2023-04-10,100016,565.5706,1.4275
2023-04-11,100016,567.4627,0.3345
2023-04-12,100016,573.9037,1.1351
2023-04-13,100016,574.8786,0.1699
2023-04-14,100016,574.693,-0.0323
2023-04-17,100016,573.3032,-0.2418
2023-04-18,100016,572.031,-0.2219
2023-04-19,100016,564.5669,-1.3048
2023-04-20,100016,566.1761,0.285
2023-04-21,100016,566.2668,0.016
2023-04-24,100016,570.2955,0.7114
2023-04-25,100016,571.0606,0.1342
2023-04-26,100016,570.536,-0.0919
2023-04-27,100016,566.4614,-0.7142
2023-04-28,100016,567.1145,0.1153
2023-05-01,100016,571.1134,0.7051
2023-05-02,100016,565.6753,-0.9522
2023-05-03,100016,566.404,0.1288
2023-05-04,100016,567.8622,0.2574
2023-05-05,100016,564.5686,-0.58
2023-05-08,100016,561.939,-0.4658
2023-05-09,100016,563.3736,0.2553
2023-05-10,100016,558.0581,-0.9435
2023-05-11,100016,560.0718,0.3608
2023-05-12,100016,555.9534,-0.7353
2023-05-15,100016,561.4787,0.9938
2023-05-16,100016,573.4711,2.1359
2023-05-17,100016,569.4279,-0.705
2023-05-18,100016,572.4122,0.5241
2023-05-19,100016,569.0487,-0.5876
2023-05-22,100016,574.5931,0.9743
2023-05-23,100016,568.5103,-1.0586
2023-05-24,100016,571.2196,0.4766
2023-05-25,100016,567.1312,-0.7157
2023-05-26,100016,566.3889,-0.1309
2023-05-29,100016,561.5519,-0.854
2023-05-30,100016,565.9312,0.7799
2023-05-31,100016,562.059,-0.6842
2023-06-01,100016,565.0931,0.5398
2023-06-02,100016,563.6716,-0.2516
2023-06-05,100016,563.3934,-0.0494
2023-06-06,100016,564.4191,0.1821
2023-06-07,100016,560.929,-0.6184
2023-06-08,100016,562.2606,0.2374
2023-06-09,100016,570.1945,1.4111
2023-06-12,100016,566.5874,-0.6326
2023-06-13,100016,572.7685,1.0909
2023-06-14,100016,580.6856,1.3823
2023-06-15,100016,576.8184,-0.666
2023-06-16,100016,569.7576,-1.2241
2023-06-19,100016,571.5717,0.3184
2023-06-20,100016,569.1125,-0.4303
2023-06-21,100016,578.8674,1.7141
2023-06-22,100016,579.3439,0.0823
2023-06-23,100016,575.5565,-0.6537
2023-06-26,100016,570.057,-0.9555
2023-06-27,100016,575.8598,1.0179
2023-06-28,100016,573.262,-0.4511
2023-06-29,100016,573.7795,0.0903
2023-06-30,100016,578.9351,0.8985
2023-07-03,100016,576.7654,-0.3748
2023-07-04,100016,576.8293,0.0111
2023-07-05,100016,577.0426,0.037
2023-07-06,100016,580.8301,0.6564
2023-07-07,100016,584.1654,0.5742
2023-07-10,100016,583.3333,-0.1424
2023-07-11,100016,583.962,0.1078
2023-07-12,100016,582.3508,-0.2759
2023-07-13,100016,575.1079,-1.2437
2023-07-14,100016,576.7133,0.2791
2023-07-17,100016,586.7206,1.7352
2023-07-18,100016,582.4661,-0.7251
2023-07-19,100016,578.8072,-0.6282
2023-07-20,100016,574.6758,-0.7138
2023-07-21,100016,578.6584,0.693
2023-07-24,100016,581.2514,0.4481
2023-07-25,100016,580.7388,-0.0882
2023-07-26,100016,576.3533,-0.7552
2023-07-27,100016,577.1207,0.1331
2023-07-28,100016,569.5056,-1.3195
2023-07-31,100016,570.5207,0.1782
2023-08-01,100016,575.2193,0.8236
2023-08-02,100016,569.2005,-1.0463
2023-08-03,100016,561.849,-1.2915
2023-08-04,100016,570.0239,1.455
2023-08-07,100016,567.2493,-0.4868
2023-08-08,100016,573.2563,1.059
2023-08-09,100016,572.7737,-0.0842
2023-08-10,100016,572.2513,-0.0912
2023-08-11,100016,574.7646,0.4392
2023-08-14,100016,570.5953,-0.7254
2023-08-15,100016,571.5572,0.1686
2023-08-16,100016,569.9315,-0.2844
2023-08-17,100016,563.6234,-1.1068
2023-08-18,100016,565.5951,0.3498
2023-08-21,100016,564.5744,-0.1805
2023-08-22,100016,564.0841,-0.0868
2023-08-23,100016,558.3838,-1.0105
2023-08-24,100016,566.5681,1.4657
2023-08-25,100016,571.2603,0.8282
2023-08-28,100016,576.4358,0.906
2023-08-29,100016,575.1817,-0.2176
2023-08-30,100016,566.7691,-1.4626
2023-08-31,100016,576.9127,1.7897
2023-09-01,100016,576.8994,-0.0023
2023-09-04,100016,573.398,-0.6069
2023-09-05,100016,575.8066,0.4201
2023-09-06,100016,582.0642,1.0868
2023-09-07,100016,582.2461,0.0313
2023-09-08,100016,589.1525,1.1862
2023-09-11,100016,595.1135,1.0118
2023-09-12,100016,589.7951,-0.8937
2023-09-13,100016,586.6033,-0.5412
2023-09-14,100016,591.8832,0.9001
2023-09-15,100016,578.1898,-2.3135
2023-09-18,100016,577.7262,-0.0802
2023-09-19,100016,570.7762,-1.203
2023-09-20,100016,568.6757,-0.368
2023-09-21,100016,567.4716,-0.2117
2023-09-22,100016,565.9735,-0.264
2023-09-25,100016,563.5143,-0.4345
2023-09-26,100016,558.376,-0.9118
2023-09-27,100016,570.0712,2.0945
2023-09-28,100016,579.8367,1.713
2023-09-29,100016,574.2208,-0.9685
2023-10-02,100016,582.5895,1.4574
2023-10-03,100016,580.8402,-0.3003
2023-10-04,100016,581.8024,0.1657
2023-10-05,100016,581.7779,-0.0042
2023-10-06,100016,578.7012,-0.5288
2023-10-09,100016,584.0455,0.9235
2023-10-10,100016,584.996,0.1627
2023-10-11,100016,582.8431,-0.368
2023-10-12,100016,576.473,-1.0929
2023-10-13,100016,572.2429,-0.7338
2023-10-16,100016,564.3101,-1.3863
2023-10-17,100016,564.6621,0.0624
2023-10-18,100016,559.0226,-0.9987
2023-10-19,100016,558.0026,-0.1825
2023-10-20,100016,565.0774,1.2679
2023-10-23,100016,571.3805,1.1154
2023-10-24,100016,571.5127,0.0231
2023-10-25,100016,571.3686,-0.0252
2023-10-26,100016,581.22,1.7242
2023-10-27,100016,584.1967,0.5121
2023-10-30,100016,582.8108,-0.2372
2023-10-31,100016,575.8241,-1.1988
2023-11-01,100016,578.126,0.3998
2023-11-02,100016,582.6704,0.7861
2023-11-03,100016,579.7325,-0.5042
2023-11-06,100016,581.5232,0.3089
2023-11-07,100016,579.9607,-0.2687
2023-11-08,100016,579.3189,-0.1107
2023-11-09,100016,567.0393,-2.1197
2023-11-10,100016,566.2233,-0.1439
2023-11-13,100016,571.3794,0.9106
2023-11-14,100016,568.4997,-0.504
2023-11-15,100016,569.0566,0.098
2023-11-16,100016,565.5671,-0.6132
2023-11-17,100016,567.6605,0.3701
2023-11-20,100016,566.87,-0.1393
2023-11-21,100016,562.4839,-0.7737
2023-11-22,100016,569.4269,1.2343
2023-11-23,100016,574.4072,0.8746
2023-11-24,100016,571.6459,-0.4807
2023-11-27,100016,574.4572,0.4918
2023-11-28,100016,577.4842,0.5269
2023-11-29,100016,581.0643,0.6199
2023-11-30,100016,572.7421,-1.4322
2023-12-01,100016,578.1473,0.9437
2023-12-04,100016,575.5467,-0.4498
2023-12-05,100016,574.0293,-0.2636
2023-12-06,100016,587.8432,2.4065
2023-12-07,100016,589.7144,0.3183
2023-12-08,100016,588.0119,-0.2887
2023-12-11,100016,576.9838,-1.8755
2023-12-12,100016,584.4006,1.2854
2023-12-13,100016,577.8064,-1.1284
2023-12-14,100016,573.0112,-0.8299
2023-12-15,100016,571.634,-0.2403
2023-12-18,100016,579.1181,1.3092
2023-12-19,100016,583.3816,0.7362
2023-12-20,100016,582.8708,-0.0876
2023-12-21,100016,584.7593,0.324
2023-12-22,100016,581.9713,-0.4768
2023-12-25,100016,582.9892,0.1749
2023-12-26,100016,583.6674,0.1163
2023-12-27,100016,588.9793,0.9101
2023-12-28,100016,594.3311,0.9087
2023-12-29,100016,597.2339,0.4884
2024-01-01,100016,595.6357,-0.2676
2024-01-02,100016,599.8546,0.7083
2024-01-03,100016,599.6775,-0.0295
2024-01-04,100016,594.2894,-0.8985
2024-01-05,100016,592.485,-0.3036
2024-01-08,100016,593.2328,0.1262
2024-01-09,100016,598.3226,0.858
2024-01-10,100016,597.6632,-0.1102
2024-01-11,100016,591.6287,-1.0097
2024-01-12,100016,592.2302,0.1017
2024-01-15,100016,593.129,0.1518
2024-01-16,100016,594.4085,0.2157
2024-01-17,100016,599.5594,0.8666
2024-01-18,100016,605.2836,0.9547
2024-01-19,100016,602.4306,-0.4713
2024-01-22,100016,599.4751,-0.4906
2024-01-23,100016,594.3074,-0.862
2024-01-24,100016,598.2899,0.6701
2024-01-25,100016,606.2963,1.3382
2024-01-26,100016,604.9258,-0.226
2024-01-29,100016,603.9507,-0.1612
2024-01-30,100016,612.1297,1.3542
2024-01-31,100016,615.1823,0.4987
2024-02-01,100016,617.8723,0.4373
2024-02-02,100016,611.7323,-0.9937
2024-02-05,100016,615.7225,0.6523
2024-02-06,100016,611.0129,-0.7649
2024-02-07,100016,605.2447,-0.944
2024-02-08,100016,603.7079,-0.2539
2024-02-09,100016,600.907,-0.4639
2024-02-12,100016,600.0432,-0.1437
2024-02-13,100016,592.7717,-1.2118
2024-02-14,100016,598.1139,0.9012
2024-02-15,100016,604.4037,1.0516
2024-02-16,100016,594.4189,-1.652
2024-02-19,100016,599.8798,0.9187
2024-02-20,100016,595.9144,-0.661
2024-02-21,100016,600.7451,0.8106
2024-02-22,100016,600.6923,-0.0088
2024-02-23,100016,601.1548,0.077
2024-02-26,100016,600.484,-0.1116
2024-02-27,100016,607.2508,1.1269
2024-02-28,100016,600.9583,-1.0362
2024-02-29,100016,604.5003,0.5894
2024-03-01,100016,610.7152,1.0281
2024-03-04,100016,614.9028,0.6857
2024-03-05,100016,627.9635,2.124
2024-03-06,100016,625.3634,-0.4141
2024-03-07,100016,630.9909,0.8999
2024-03-08,100016,630.7261,-0.042
2024-03-11,100016,637.9534,1.1459
2024-03-12,100016,638.2393,0.0448
2024-03-13,100016,636.388,-0.2901
2024-03-14,100016,644.0928,1.2107
2024-03-15,100016,641.6375,-0.3812
2024-03-18,100016,634.0199,-1.1872
2024-03-19,100016,631.4621,-0.4034
2024-03-20,100016,635.2466,0.5993
2024-03-21,100016,643.4252,1.2875
2024-03-22,100016,644.3884,0.1497
2024-03-25,100016,652.2598,1.2215
2024-03-26,100016,644.8262,-1.1397
2024-03-27,100016,642.6418,-0.3388
2024-03-28,100016,641.3391,-0.2027
2024-03-29,100016,641.0221,-0.0494
2024-04-01,100016,641.8287,0.1258
2024-04-02,100016,646.0847,0.6631
2024-04-03,100016,643.8872,-0.3401
2024-04-04,100016,645.0099,0.1744
2024-04-05,100016,645.0859,0.0118
2024-04-08,100016,640.17,-0.7621
2024-04-09,100016,639.8586,-0.0486
2024-04-10,100016,639.3782,-0.0751
2024-04-11,100016,638.7775,-0.094
2024-04-12,100016,639.2861,0.0796
2024-04-15,100016,640.043,0.1184
2024-04-16,100016,637.9365,-0.3291
2024-04-17,100016,645.4701,1.1809
2024-04-18,100016,639.1767,-0.975
2024-04-19,100016,635.4532,-0.5825
2024-04-22,100016,651.5612,2.5349
2024-04-23,100016,645.957,-0.8601
2024-04-24,100016,638.6202,-1.1358
2024-04-25,100016,643.1019,0.7018
2024-04-26,100016,631.7543,-1.7645
2024-04-29,100016,630.7702,-0.1558
2024-04-30,100016,643.1525,1.963
2024-05-01,100016,634.7763,-1.3024
2024-05-02,100016,624.0991,-1.682
2024-05-03,100016,616.2197,-1.2625
2024-05-06,100016,621.4418,0.8474
2024-05-07,100016,627.9608,1.049
2024-05-08,100016,625.451,-0.3997
2024-05-09,100016,629.5556,0.6563
2024-05-10,100016,637.6509,1.2859
2024-05-13,100016,648.116,1.6412
2024-05-14,100016,647.0433,-0.1655
2024-05-15,100016,634.3697,-1.9587
2024-05-16,100016,630.1188,-0.6701
2024-05-17,100016,628.0754,-0.3243
2024-05-20,100016,626.9661,-0.1766
2024-05-21,100016,626.2512,-0.114
2024-05-22,100016,632.7878,1.0438
2024-05-23,100016,640.2703,1.1825
2024-05-24,100016,639.6315,-0.0998
2024-05-27,100016,646.1915,1.0256
2024-05-28,100016,648.5674,0.3677
2024-05-29,100016,649.2714,0.1085
2024-05-30,100016,654.8208,0.8547
2024-05-31,100016,655.5763,0.1154
2024-06-03,100016,667.9269,1.8839
2024-06-04,100016,659.8477,-1.2096
2024-06-05,100016,657.1955,-0.4019
2024-06-06,100016,656.8013,-0.06
2024-06-07,100016,659.692,0.4401
2024-06-10,100016,667.4546,1.1767
2024-06-11,100016,667.6553,0.0301
2024-06-12,100016,659.6735,-1.1955
2024-06-13,100016,664.9362,0.7978
2024-06-14,100016,669.7236,0.72
2024-06-17,100016,658.6916,-1.6472
2024-06-18,100016,659.0094,0.0482
2024-06-19,100016,650.1674,-1.3417
2024-06-20,100016,646.701,-0.5332
2024-06-21,100016,641.9035,-0.7418
2024-06-24,100016,646.8347,0.7682
2024-06-25,100016,647.8357,0.1548
2024-06-26,100016,640.8626,-1.0764
2024-06-27,100016,646.1893,0.8312
2024-06-28,100016,638.3989,-1.2056
2024-07-01,100016,640.5906,0.3433
2024-07-02,100016,636.3365,-0.6641
2024-07-03,100016,634.6149,-0.2705
2024-07-04,100016,637.7724,0.4975
2024-07-05,100016,641.0427,0.5128
2024-07-08,100016,648.9807,1.2383
2024-07-09,100016,648.8447,-0.021
2024-07-10,100016,650.9364,0.3224
2024-07-11,100016,648.7629,-0.3339
2024-07-12,100016,650.1403,0.2123
2024-07-15,100016,653.0019,0.4402
2024-07-16,100016,652.7726,-0.0351
2024-07-17,100016,642.8023,-1.5274
2024-07-18,100016,645.0168,0.3445
2024-07-19,100016,647.4278,0.3738
2024-07-22,100016,643.8879,-0.5468
2024-07-23,100016,636.9641,-1.0753
2024-07-24,100016,645.642,1.3624
2024-07-25,100016,648.781,0.4862
2024-07-26,100016,647.8057,-0.1503
2024-07-29,100016,641.6731,-0.9467
2024-07-30,100016,637.3679,-0.6709
2024-07-31,100016,645.0648,1.2076
2024-08-01,100016,646.1817,0.1731
2024-08-02,100016,643.3834,-0.4331
2024-08-05,100016,646.6154,0.5023
2024-08-06,100016,642.3191,-0.6644
2024-08-07,100016,651.2134,1.3847
2024-08-08,100016,659.3693,1.2524
2024-08-09,100016,657.0006,-0.3592
2024-08-12,100016,653.7051,-0.5016
2024-08-13,100016,639.1138,-2.2321
2024-08-14,100016,631.1428,-1.2472
2024-08-15,100016,624.0528,-1.1234
2024-08-16,100016,625.1196,0.1709
2024-08-19,100016,623.6453,-0.2358
2024-08-20,100016,616.6077,-1.1285
